,Subject,Start_date,End_date,Start_time,End_time,Location,City,Description,Category,Music_label
31,Three For Silver,2024-12-11,2024-12-11,20:00, ,HEADCRASH,Hamburg,https://veranstaltungen.meinestadt.de/hamburg/event-detail/40006065/150220764,konzerte,True
32,Die Fantastischen Vier - Long Player On Tour 2024,2024-12-11,2024-12-11,20:00, ,Barclays Arena,Hamburg,https://veranstaltungen.meinestadt.de/hamburg/event-detail/40352794/150913260,konzerte,True
33,Teho Teardo & Blixa Bargeld,2024-12-11,2024-12-11,20:00, ,Mojo Club,Hamburg,https://veranstaltungen.meinestadt.de/hamburg/event-detail/36312940/119466259,konzerte,True
34,Die Fantastischen Vier - Long Player On Tour 2024,2024-12-11,2024-12-11,20:00, ,Barclays Arena,Hamburg,https://veranstaltungen.meinestadt.de/hamburg/event-detail/36507696/119522012,konzerte,True
35,Berq,2024-12-11,2024-12-11,20:00, ,Docks,Hamburg,https://veranstaltungen.meinestadt.de/hamburg/event-detail/40345743/150882578,konzerte,True
36,Jazeek 2002 Tour,2024-12-11,2024-12-11,20:00, ,Inselpark Arena,Hamburg,https://veranstaltungen.meinestadt.de/hamburg/event-detail/40345819/150882736,konzerte,True
37,Kontor Sunset Chill,2024-12-11,2024-12-11,20:15, ,Planetarium Hamburg,Hamburg,https://veranstaltungen.meinestadt.de/hamburg/event-detail/40348374/150894368,konzerte,True
38,Kontor Sunset Chill | Planetarium Hamburg,2024-12-11,2024-12-11,20:15, ,Planetarium,Hamburg,https://veranstaltungen.meinestadt.de/hamburg/event-detail/40105323/150400611,konzerte,True
39,Days of August - european tour 2024,2024-12-11,2024-12-11,20:30, ,NOCHTWACHE,Hamburg,https://veranstaltungen.meinestadt.de/hamburg/event-detail/40172122/150416128,konzerte,True
40,Days of August - european tour 2024,2024-12-11,2024-12-11,20:30, ,Nochtspeicher & Nochtwache,Hamburg,https://veranstaltungen.meinestadt.de/hamburg/event-detail/40347545/150890592,konzerte,True
41,JAZZWERK NONETT,2024-12-11,2024-12-11,20:30, ,Birdland Hamburg,Hamburg,https://veranstaltungen.meinestadt.de/hamburg/event-detail/40346566/150886302,konzerte,True
42,Omer Klein Trio,2024-12-11,2024-12-11,20:30, ,Nica Jazz Club,Hamburg,https://veranstaltungen.meinestadt.de/hamburg/event-detail/40164513/150397821,konzerte,True
43,Live-Jazz - Daniel Scholz Group,2024-12-11,2024-12-11,20:30, ,Pony Bar,Hamburg,https://veranstaltungen.meinestadt.de/hamburg/event-detail/40352067/150910505,konzerte,True
44,Omer Klein Trio,2024-12-11,2024-12-11,20:30, ,Nica Jazz Club,Hamburg,https://veranstaltungen.meinestadt.de/hamburg/event-detail/40345466/150881258,konzerte,True
45,Ensemble Resonanz / urban string »mehr lametta«,2024-12-11,2024-12-11,21:00, ,resonanzraum - Hochbunker,Hamburg,https://veranstaltungen.meinestadt.de/hamburg/event-detail/40347890/150892343,konzerte,True
46,ALEXANDER FLOOD,2024-12-11,2024-12-11,21:30, ,Knust,Hamburg,https://veranstaltungen.meinestadt.de/hamburg/event-detail/40342615/150873913,konzerte,True
47,Alexander Flood,2024-12-11,2024-12-11,21:30, ,KNUST,Hamburg,https://veranstaltungen.meinestadt.de/hamburg/event-detail/40204617/150481240,konzerte,True
48,Carillon-Konzert,2024-12-12,2024-12-12,12:00, ,Mahnmal St. Nikolai,Hamburg,https://veranstaltungen.meinestadt.de/hamburg/event-detail/40428682/151129639,konzerte,True
49,Mittagspause,2024-12-12,2024-12-12,13:00, ,Kirche St. Johannis-Harvestehude,Hamburg,https://veranstaltungen.meinestadt.de/hamburg/event-detail/40440442/151167213,konzerte,True
50,"Geh aus, mein Herz, und suche Freud' - Weihnachtslieder",2024-12-12,2024-12-12,15:00, ,Bürgerhaus Wilhelmsburg,Hamburg,https://veranstaltungen.meinestadt.de/hamburg/event-detail/40348675/150895404,konzerte,True
51,Duty Free,2024-12-12,2024-12-12,18:00, ,Elbphilharmonie Kulturcafé,Hamburg,https://veranstaltungen.meinestadt.de/hamburg/event-detail/40346238/150884598,konzerte,True
52,MC WINDHUND,2024-12-12,2024-12-12,19:00, ,Molotow,Hamburg,https://veranstaltungen.meinestadt.de/hamburg/event-detail/40345770/150882657,konzerte,True
53,Rampenlicht. Sie suchte die Bühne und fand sich selbst,2024-12-12,2024-12-12,19:00, ,Goldbekhaus,Hamburg,https://veranstaltungen.meinestadt.de/hamburg/event-detail/40346312/150884864,konzerte,True
54,Royal Republic - The Lovecop Tour,2024-12-12,2024-12-12,19:00, ,Grosse Freiheit 36,Hamburg,https://veranstaltungen.meinestadt.de/hamburg/event-detail/36674629/150018632,konzerte,True
55,CHRISTIN NICHOLS,2024-12-12,2024-12-12,19:00, ,Molotow,Hamburg,https://veranstaltungen.meinestadt.de/hamburg/event-detail/40349780/150900610,konzerte,True
56,Royal Republic - The Lovecop Tour 2024,2024-12-12,2024-12-12,19:00, ,Große Freiheit 36,Hamburg,https://veranstaltungen.meinestadt.de/hamburg/event-detail/40347270/150888741,konzerte,True
57,Concerts for Future,2024-12-12,2024-12-12,19:00, ,Ökumenisches Forum HafenCity,Hamburg,https://veranstaltungen.meinestadt.de/hamburg/event-detail/40348097/150893466,konzerte,True
58,Ecstatic Dance Hamburg Pia Rosa - Ecstatic Dance Events | Nirvaquest,2024-12-12,2024-12-12,19:00, ,JUKZ am Stintfang,Hamburg,https://veranstaltungen.meinestadt.de/hamburg/event-detail/40304232/150776959,konzerte,True
59,Double Trouble | Royal Republic - The Lovecop Tour 2024,2024-12-12,2024-12-12,19:00, ,Große Freiheit 36,Hamburg,https://veranstaltungen.meinestadt.de/hamburg/event-detail/40350758/150904881,konzerte,True
60,Symphoniker Hamburg / Adrian Iliescu / Nil Venditti,2024-12-12,2024-12-12,19:30, ,Laeiszhalle (Großer Saal),Hamburg,https://veranstaltungen.meinestadt.de/hamburg/event-detail/40345727/150882559,konzerte,True
61,Leonkoro Quartett,2024-12-12,2024-12-12,19:30, ,Elbphilharmonie (Kleiner Saal),Hamburg,https://veranstaltungen.meinestadt.de/hamburg/event-detail/40349414/150898952,konzerte,True
62,Justice - Hyperdrama Tour,2024-12-12,2024-12-12,20:00, ,Sporthalle Hamburg,Hamburg,https://veranstaltungen.meinestadt.de/hamburg/event-detail/36733464/119934586,konzerte,True
63,EN6O & skrt cobain - Funny Dinner Tour 2024,2024-12-12,2024-12-12,20:00, ,Hebebühne,Hamburg,https://veranstaltungen.meinestadt.de/hamburg/event-detail/36773463/120002383,konzerte,True
64,ZATE x CED: Kopf vs. Herz Tour,2024-12-12,2024-12-12,20:00, ,Markthalle Hamburg,Hamburg,https://veranstaltungen.meinestadt.de/hamburg/event-detail/40205796/150483836,konzerte,True
65,Montell Fish - Charlotte European Tour - Age of Anima Deer,2024-12-12,2024-12-12,20:00, ,Docks,Hamburg,https://veranstaltungen.meinestadt.de/hamburg/event-detail/40349931/150901445,konzerte,True
66,Känguru - Zusatzshow,2024-12-12,2024-12-12,20:00, ,Logo,Hamburg,https://veranstaltungen.meinestadt.de/hamburg/event-detail/40352422/150912040,konzerte,True
67,EN6O & skrt cobain | Funny Dinner Tour 2024,2024-12-12,2024-12-12,20:00, ,Hebebühne,Hamburg,https://veranstaltungen.meinestadt.de/hamburg/event-detail/40346738/150886804,konzerte,True
68,NDR Elbphilharmonie Orchester / Jean-Yves Thibaudet / Marek Janowski,2024-12-12,2024-12-12,20:00, ,Elbphilharmonie (Großer Saal),Hamburg,https://veranstaltungen.meinestadt.de/hamburg/event-detail/40428490/151128474,konzerte,True
69,Känguru,2024-12-12,2024-12-12,20:00, ,LOGO,Hamburg,https://veranstaltungen.meinestadt.de/hamburg/event-detail/40200559/150472957,konzerte,True
70,Montell Fish - Charlotte European Tour - Age of Anima Deer,2024-12-12,2024-12-12,20:00, ,Docks,Hamburg,https://veranstaltungen.meinestadt.de/hamburg/event-detail/40179388/150435979,konzerte,True
71,ZATE x CED - Kopf vs. Herz Tour,2024-12-12,2024-12-12,20:00, ,Markthalle,Hamburg,https://veranstaltungen.meinestadt.de/hamburg/event-detail/40349106/150896963,konzerte,True
72,My Old Love_Kurzfilm-Premiere in Deutschland,2024-12-12,2024-12-12,20:00, ,Sprechwerk,Hamburg,https://veranstaltungen.meinestadt.de/hamburg/event-detail/40394803/151037998,konzerte,True
73,ZATE x CED - Kopf vs. Herz Tour,2024-12-12,2024-12-12,20:00, ,Markthalle Hamburg,Hamburg,https://veranstaltungen.meinestadt.de/hamburg/event-detail/40091779/150391256,konzerte,True
74,"„Advent, Advent, der Kaktus brennt ...“",2024-12-12,2024-12-12,20:00, ,Caspar-Voght-Schule Rellingen,Rellingen,https://veranstaltungen.meinestadt.de/rellingen/event-detail/40350917/150905723,konzerte,True
75,Passierzettel,2024-12-12,2024-12-12,20:00, ,Hafenbahnhof,Hamburg,https://veranstaltungen.meinestadt.de/hamburg/event-detail/40347671/150891115,konzerte,True
76,G.L.A.M.S (Mikaru & Yudai) - Hamburg,2024-12-12,2024-12-12,20:00, ,Stellwerk Hamburg,Hamburg,https://veranstaltungen.meinestadt.de/hamburg/event-detail/40440207/151165972,konzerte,True
77,ZATE x CED: Kopf vs. Herz Tour | Meet & Greet Package,2024-12-12,2024-12-12,20:00, ,Markthalle Hamburg,Hamburg,https://veranstaltungen.meinestadt.de/hamburg/event-detail/40205772/150483773,konzerte,True
78,Weihnachts-Gospel-Konzert in Ahrensburg,2024-12-12,2024-12-12,20:00, ,Kirche St. Marien Ahrensburg,Ahrensburg,https://veranstaltungen.meinestadt.de/ahrensburg/event-detail/40349407/150898707,konzerte,True
79,T.H. & The Boneshakerz,2024-12-12,2024-12-12,20:00, ,Happy Billard,Hamburg,https://veranstaltungen.meinestadt.de/hamburg/event-detail/40351148/150906622,konzerte,True
80,Ariel Brínguez / Iván »Melon« Lewis »Alma en Cuba« & Shuteen Erdenebaatar Quartet,2024-12-12,2024-12-12,20:00, ,Rolf-Liebermann-Studio,Hamburg,https://veranstaltungen.meinestadt.de/hamburg/event-detail/40348505/150894755,konzerte,True
81,BIRDLAND JAM SESSION,2024-12-12,2024-12-12,20:30, ,Birdland Hamburg,Hamburg,https://veranstaltungen.meinestadt.de/hamburg/event-detail/40377456/150985696,konzerte,True
82,The Cinelli Brothers,2024-12-12,2024-12-12,20:30, ,Klangbar,Hamburg,https://veranstaltungen.meinestadt.de/hamburg/event-detail/40077707/150210728,konzerte,True
83,Quadro Nuevo - Weihnachtskonzert,2024-12-12,2024-12-12,20:30, ,Nica Jazz Club,Hamburg,https://veranstaltungen.meinestadt.de/hamburg/event-detail/40164528/150397877,konzerte,True
84,Quadro Nuevo - Weihnachtskonzert,2024-12-12,2024-12-12,20:30, ,Nica Jazz Club,Hamburg,https://veranstaltungen.meinestadt.de/hamburg/event-detail/40346541/150886260,konzerte,True
85,IN CASE OF BLUES feat. CECILIA MARTINES,2024-12-12,2024-12-12,20:30, ,Cotton Club,Hamburg,https://veranstaltungen.meinestadt.de/hamburg/event-detail/40349136/150897096,konzerte,True
86,Damona - Talking With Myself Tour 2024,2024-12-12,2024-12-12,21:00, ,Knust,Hamburg,https://veranstaltungen.meinestadt.de/hamburg/event-detail/40352389/150911884,konzerte,True
87,BILLY ZACH (HH - Postpunk) - EP RELEASE SHOW,2024-12-12,2024-12-12,21:00, ,Hafenklang,Hamburg,https://veranstaltungen.meinestadt.de/hamburg/event-detail/40347859/150892282,konzerte,True
88,Damona - Talking With Myself Tour 2024,2024-12-12,2024-12-12,21:00, ,KNUST,Hamburg,https://veranstaltungen.meinestadt.de/hamburg/event-detail/36706667/119829735,konzerte,True
89,Weihnachtskonzert - Ensemble Stromberg,2024-12-13,2024-12-13,16:00, ,Rosenhof Seniorenwohnanlage Ahrensburg,Ahrensburg,https://veranstaltungen.meinestadt.de/ahrensburg/event-detail/40349157/150897179,konzerte,True
90,Literarisch-Musikalischer Adventskalender,2024-12-13,2024-12-13,16:30, ,Hamburgische Staatsoper (Foyer),Hamburg,https://veranstaltungen.meinestadt.de/hamburg/event-detail/40348446/150894578,konzerte,True
91,Oh du fröhliche?,2024-12-13,2024-12-13,17:00, ,Zinnschmelze,Hamburg,https://veranstaltungen.meinestadt.de/hamburg/event-detail/40346585/150886343,konzerte,True
92,Weihnachten im Zauberwald,2024-12-13,2024-12-13,18:00, ,Zentralbibliothek,Hamburg,https://veranstaltungen.meinestadt.de/hamburg/event-detail/40346307/150884857,konzerte,True
93,Zeit zum Innehalten,2024-12-13,2024-12-13,18:00, ,St. Petri und Pauli Bergedorf,Hamburg,https://veranstaltungen.meinestadt.de/hamburg/event-detail/40440005/151165107,konzerte,True
94,Weihnachtliche Musik mit dem Orchester des LMG,2024-12-13,2024-12-13,18:00, ,Dreikönigskirche Haselau,Haselau,https://veranstaltungen.meinestadt.de/haselau/event-detail/40345617/150881998,konzerte,True
95,As I Lay Dying,2024-12-13,2024-12-13,18:15, ,Edel-optics.de-Arena,Hamburg,https://veranstaltungen.meinestadt.de/hamburg/event-detail/36782227/120019681,konzerte,True
96,Royal Republic - Hamburg - Große Freiheit 36,2024-12-13,2024-12-13,19:00, ,Große Freiheit 36,Hamburg,https://veranstaltungen.meinestadt.de/hamburg/event-detail/40346831/150887233,konzerte,True
97,Myra Maud/Frederick Thoele – Schöner können Weihnachtslieder nicht klingen,2024-12-13,2024-12-13,19:00, ,Dreieinigkeitskirche Allermöhe,Hamburg,https://veranstaltungen.meinestadt.de/hamburg/event-detail/40347094/150888120,konzerte,True
98,AKNE KID JOE - Ausverkauft Support: MORGEN TEUER TÖTEN,2024-12-13,2024-12-13,19:00, ,Molotow,Hamburg,https://veranstaltungen.meinestadt.de/hamburg/event-detail/40342589/150873867,konzerte,True
99,BIG SLEEP,2024-12-13,2024-12-13,19:00, ,Molotow,Hamburg,https://veranstaltungen.meinestadt.de/hamburg/event-detail/40351323/150907545,konzerte,True
100,Mannequins Club,2024-12-13,2024-12-13,19:00, ,Goldbekhaus,Hamburg,https://veranstaltungen.meinestadt.de/hamburg/event-detail/40349351/150898504,konzerte,True
101,Christmas Gospel Night 13.12.2024,2024-12-13,2024-12-13,19:00, ,Erlöserkirche Borgfelde,Hamburg,https://veranstaltungen.meinestadt.de/hamburg/event-detail/40399107/151048742,konzerte,True
102,"Ave Maris Stella: Christian Weiherer, Orgel",2024-12-13,2024-12-13,19:30, ,St. Marien-Dom,Hamburg,https://veranstaltungen.meinestadt.de/hamburg/event-detail/40358000/150930589,konzerte,True
103,"Thibaut Garcia, Gitarre",2024-12-13,2024-12-13,19:30, ,Elbphilharmonie (Kleiner Saal),Hamburg,https://veranstaltungen.meinestadt.de/hamburg/event-detail/40351171/150906742,konzerte,True
104,Punkalicious Christmas,2024-12-13,2024-12-13,19:30, ,Hafenklang,Hamburg,https://veranstaltungen.meinestadt.de/hamburg/event-detail/40348229/150893949,konzerte,True
105,mahoin – Weihnachts- und Shantylieder,2024-12-13,2024-12-13,19:30, ,Ohnsorg-Theater,Hamburg,https://veranstaltungen.meinestadt.de/hamburg/event-detail/40349262/150897770,konzerte,True
106,Weihnachtskonzert mit Hanjo Gäbler,2024-12-13,2024-12-13,19:30, ,Auferstehungskirche Hamburg-Lohbrügge,Hamburg,https://veranstaltungen.meinestadt.de/hamburg/event-detail/40347722/150891335,konzerte,True
107,"Chanson D'amour - Stella Motina, Vera Bogdanchikova, Gevorg Aperánts",2024-12-13,2024-12-13,19:30, ,Tschaikowsky-Saal,Hamburg,https://veranstaltungen.meinestadt.de/hamburg/event-detail/40350616/150904265,konzerte,True
108,Fidi Steinbeck,2024-12-13,2024-12-13,20:00, ,Lola Kulturzentrum,Hamburg,https://veranstaltungen.meinestadt.de/hamburg/event-detail/40204961/150481961,konzerte,True
109,ADI WOLF meets BECKY HOPE and Band,2024-12-13,2024-12-13,20:00, ,Fischhalle Harburg,Hamburg,https://veranstaltungen.meinestadt.de/hamburg/event-detail/40227875/150534036,konzerte,True
110,Triosence - Giulia,2024-12-13,2024-12-13,20:00, ,Halle424,Hamburg,https://veranstaltungen.meinestadt.de/hamburg/event-detail/40351818/150909195,konzerte,True
111,Julius Fischer & Christian Meyer,2024-12-13,2024-12-13,20:00, ,Centralkomitee,Hamburg,https://veranstaltungen.meinestadt.de/hamburg/event-detail/40345589/150881868,konzerte,True
112,Sofia Portanet,2024-12-13,2024-12-13,20:00, ,Hebebühne,Hamburg,https://veranstaltungen.meinestadt.de/hamburg/event-detail/40348627/150895275,konzerte,True
113,Big Sleep,2024-12-13,2024-12-13,20:00, ,Uebel & Gefährlich Turmzimmer,Hamburg,https://veranstaltungen.meinestadt.de/hamburg/event-detail/40352521/150912331,konzerte,True
114,Triosence,2024-12-13,2024-12-13,20:00, ,Halle424,Hamburg,https://veranstaltungen.meinestadt.de/hamburg/event-detail/36458009/150363439,konzerte,True
115,Sofia Portanet,2024-12-13,2024-12-13,20:00, ,Hebebühne,Hamburg,https://veranstaltungen.meinestadt.de/hamburg/event-detail/36548078/150483955,konzerte,True
116,Night of the Proms | Logen-Seat in der Ticketmaster Suite,2024-12-13,2024-12-13,20:00, ,Barclays Arena,Hamburg,https://veranstaltungen.meinestadt.de/hamburg/event-detail/40205826/150483945,konzerte,True
117,Sysanli,2024-12-13,2024-12-13,20:00, ,Deck 2 Kreativwirtschaft,Hansestadt Buxtehude,https://veranstaltungen.meinestadt.de/buxtehude/event-detail/40346199/150884436,konzerte,True
118,Veranstaltungen 2024,2024-12-13,2024-12-13,20:00, ,Fischhalle Harburg,Hamburg,https://veranstaltungen.meinestadt.de/hamburg/event-detail/40430565/151134102,konzerte,True
119,Night of the Proms 2024,2024-12-13,2024-12-13,20:00, ,Barclays Arena,Hamburg,https://veranstaltungen.meinestadt.de/hamburg/event-detail/36553029/150063308,konzerte,True
120,Powerslave - Iron Maiden Tribute,2024-12-13,2024-12-13,20:00, ,LOGO,Hamburg,https://veranstaltungen.meinestadt.de/hamburg/event-detail/36654437/150079450,konzerte,True
121,Big Sleep,2024-12-13,2024-12-13,20:00, ,Molotow,Hamburg,https://veranstaltungen.meinestadt.de/hamburg/event-detail/40133349/150324962,konzerte,True
122,Sysanli,2024-12-13,2024-12-13,20:00, ,DECK 2,Hansestadt Buxtehude,https://veranstaltungen.meinestadt.de/buxtehude/event-detail/40151037/150368163,konzerte,True
123,Christmas Gala 2024,2024-12-13,2024-12-13,20:00, ,Paul-Gerhardt-Gemeinde Hamburg Winterhude,Hamburg,https://veranstaltungen.meinestadt.de/hamburg/event-detail/40290150/150731138,konzerte,True
124,Powerslave,2024-12-13,2024-12-13,20:00, ,Logo,Hamburg,https://veranstaltungen.meinestadt.de/hamburg/event-detail/40349237/150897441,konzerte,True
125,Brahms: Ein deutsches Requiem / Raphaël Pichon,2024-12-13,2024-12-13,20:00, ,Elbphilharmonie (Großer Saal),Hamburg,https://veranstaltungen.meinestadt.de/hamburg/event-detail/40346094/150884194,konzerte,True
126,Julius Fischer & Christian Meyer,2024-12-13,2024-12-13,20:00, ,Centralkomitee,Hamburg,https://veranstaltungen.meinestadt.de/hamburg/event-detail/36698518/119869338,konzerte,True
127,THE RAGTIME BANDITS »CHRISTMAS SPECTACULAR«,2024-12-13,2024-12-13,20:30, ,Birdland Hamburg,Hamburg,https://veranstaltungen.meinestadt.de/hamburg/event-detail/40352102/150910655,konzerte,True
128,ASPHALT - Stummfilm mit Livemusik,2024-12-13,2024-12-13,20:30, ,White Cube,Hamburg,https://veranstaltungen.meinestadt.de/hamburg/event-detail/40347512/150890389,konzerte,True
129,Emma Rawicz & Gwilym Simcock,2024-12-13,2024-12-13,20:30, ,Nica Jazz Club,Hamburg,https://veranstaltungen.meinestadt.de/hamburg/event-detail/40159194/150385799,konzerte,True
130,Emma Rawicz & Gwilym Simcock,2024-12-13,2024-12-13,20:30, ,Nica Jazz Club,Hamburg,https://veranstaltungen.meinestadt.de/hamburg/event-detail/40345754/150882592,konzerte,True
131,CROAKER – RHYTHM ‘N BLUES,2024-12-13,2024-12-13,20:30, ,Cotton Club,Hamburg,https://veranstaltungen.meinestadt.de/hamburg/event-detail/40352723/150913009,konzerte,True
132,Rocking Memories live im Suhrhof Pub,2024-12-13,2024-12-13,20:30, ,Suhrhof Pub,Hamburg,https://veranstaltungen.meinestadt.de/hamburg/event-detail/40428185/151127168,konzerte,True
133,Thirsty Mamas live in der Klangbar,2024-12-13,2024-12-13,20:30, ,Klangbar,Hamburg,https://veranstaltungen.meinestadt.de/hamburg/event-detail/40428739/151129792,konzerte,True
134,Lisa's Birthday Bash,2024-12-13,2024-12-13,21:00, ,KNUST,Hamburg,https://veranstaltungen.meinestadt.de/hamburg/event-detail/40305161/150778422,konzerte,True
135,Bar Stool Preachers,2024-12-13,2024-12-13,21:00, ,Monkeys Music Club,Hamburg,https://veranstaltungen.meinestadt.de/hamburg/event-detail/40348517/150894802,konzerte,True
136,LISA'S BIRTHDAY BASH,2024-12-13,2024-12-13,21:00, ,Knust,Hamburg,https://veranstaltungen.meinestadt.de/hamburg/event-detail/40353042/150914464,konzerte,True
137,Hardbone - End Of Year Party / Plus Special Guest: Horst With No Name / DAY 1,2024-12-13,2024-12-13,21:00, ,Marias Ballroom,Hamburg,https://veranstaltungen.meinestadt.de/hamburg/event-detail/40349976/150901533,konzerte,True
138,Shlomo,2024-12-13,2024-12-13,23:00, ,Docks,Hamburg,https://veranstaltungen.meinestadt.de/hamburg/event-detail/40174937/150421915,konzerte,True
